Date,ed,opd,gp,ip
01/04/2017,,,9.916005472,28.65544916
01/04/2018,0.818655462,,10.45605042,27.44092437
01/04/2019,1.026193294,19.32228797,10.94177515,24.9633925
01/04/2020,0.888136882,16.57505703,11.54775665,20.61878327
01/04/2021,1.019027027,18.07517117,12.02479279,21.60353153
01/04/2022,1.000699056,16.04802517,12.7801468,18.51883957
