Code,Term
T630,Toxic effect: Snake venom
T631,Toxic effect: Venom of other reptiles
T632,Toxic effect: Venom of scorpion
T633,Toxic effect: Venom of spider
T634,Toxic effect: Venom of other arthropods
T635,Toxic effect: Toxic effect of contact with fish
T636,Toxic effect: Toxic effect of contact with other marine animals
T638,Toxic effect: Toxic effect of contact with other venomous animals
T639,Toxic effect: Toxic effect of contact with unspecified venomous animal
